ACCE_ABSORB_COST	Kombinasyon maliyeti: %d
GUILD_WHITE_DRAGON_LAIR_UI_BROKEN_EGG_TOOLTIP	Eðer %d donmuþ ejderha yumurtasý imha edilirse zindan baþarýsýz sayýlýr.
GUILD_WHITE_DRAGON_LAIR_UI_FLYING_FLMAE_BREATH_TOOLTIP	Mühürler %% 100 baþarýsýz olursa Balathor ölümcül bakýþlarýný sana çevirecek. (Anlýk mühür zayýflamasý:%% %d )
GUILD_WHITE_DRAGON_LAIR_UI_HIDDEN_BOSS_NAME_TOOLTIP	Balathor
GUILD_WHITE_DRAGON_LAIR_UI_SINGIJEON_NAME_TOOLTIP	Hwacha
GUILD_WHITE_DRAGON_LAIR_UI_SINGIJEON_TOOLTIP	8 ok yüklendiðinde Balathor'un pullu zýrhý yok edilebilir. Antik buz kristallerinden alevli oklar alýrsýn. Þu anda yüklü: %d
GUILD_WITHDRAW	Geri çekil.
GUILD_YOU_DO_NOT_JOIN	Bir Loncaya üye deðilsin.
HACK_USER_MESSAGE	Bu özellik, bir hack programý bulunduðu için kullanýlamýyor.
HORSE_HEALTH0	Ölü
HORSE_HEALTH1	Aç kalmýþ halde
HORSE_HEALTH2	Acýkmýþ halde
HORSE_HEALTH3	Tok
HORSE_LEVEL1	Normal at
HORSE_LEVEL2	Savaþ Atý
HORSE_LEVEL3	Asker at
HORSE_LEVEL4	Güçlü savaþ atý
HOUR	sa.
HOW_MANY_ITEM_DO_YOU_DROP1	%s atmak istiyor musun?
HOW_MANY_ITEM_DO_YOU_DROP2	%s %d atmak istiyor musun?
ICECREAM_EVENT_EXCHANGE_SCOOP_SUCCESS	Yeni etkinlik menüsüne %d buz topu aktardýn.
ICECREAM_EVENT_GET_SCOOP	Bir buz topu aldýn.
ICECREAM_EVENT_SCOOP_MAX_COUNT	Daha fazla buz topu alamazsýn.
INPUT_MATRIX_CARD_NUMBER	Matrix Kart Numaraný gir.
INPUT_MATRIX_CARD_TITLE	Matrix Kart
INPUT_PRIVATE_CODE_DIALOG_DESCRIPTION	Hesap ayarlarýnýzdaki silme-kodunu buraya giriniz.
INPUT_PRIVATE_CODE_DIALOG_TITLE	Karakteri sil
INVENTORY_DO_NOT_PACK_WARP_SCROLL	Dönüþ Rolesi
INVENTORY_REALLY_USE_ITEM	Eþyayý bu nesneye uygula?
INVENTORY_REALLY_USE_ITEM2	Bu eþyayý kullanmak istediðinden emin misin?
INVENTORY_REALLY_USE_PET_BAG_ITEM	Petini gerçekten nakliye kutusuna koymak istiyor musun?
INVENTORY_REALLY_USE_PET_BAG_TAKE_OUT	Bir nakliye kutusunu açmak istiyor musun?
INVENTORY_REALLY_USE_PET_FEEDSTUFF_ITEM	%s ile %s petini besle?
IS_NOT_PET_CHANGE_ITEM	Bu, "pet efsunla" eþyasý deðil.
IS_NOT_PET_ITEM	Bu bir pet deðil.
ITEM_CANNOT_REFINE	Bu nene geliþtirilemez.
ITEM_TOOLTIP_DESC_GEM_BAG_DEFAULT	Kullandýktan sonra 9.999 Gaya'ya kadar doldurabilirsin. | 30 gün sonra kaybolurlar.\nGaya kesesinin ticareti yapýlabilir.
ITEM_TOOLTIP_DESC_GEM_BAG_HAVE_GEM	Gaya kesesi (%d Gaya, ticareti yapýlabilir). \nKeseyi açarsan, %d Gaya alýrsýn.
ITEM_TOOLTIP_DESC_GEM_BAG_REWARD	Kazanan takýmý alkýþladýðýn için ödül olarak bir Gaya Spor Çantasý alýrsýn.\nTicareti yapýlamaz.
ITEM_TOOLTIP_DESC_GEM_BAG_REWARD_HAVE_GEM	Gaya spor çantasý (%d Gaya, ticareti yok). \nSpor çantasýný açarsan, %d Gaya alýrsýn.
JOB_ASSASSIN	Ninja
JOB_ASSASSIN0	Yok
JOB_ASSASSIN1	Yakýn Ninja
JOB_ASSASSIN2	Uzak Ninja
JOB_SHAMAN	Þaman
JOB_SHAMAN0	Yok
JOB_SHAMAN1	Ejderha Þamaný
JOB_SHAMAN2	Þifacý Þaman
JOB_SURA	Sura
JOB_SURA0	Yok
JOB_SURA1	Silah Surasý
JOB_SURA2	Büyü Surasý
JOB_WARRIOR	Savaþçý
JOB_WARRIOR0	Yok
JOB_WARRIOR1	Bedensel Savaþçý
JOB_WARRIOR2	Zihinsel Savaþçý
JOB_WOLFMAN	Lycan
JOB_WOLFMAN0	Amatör Lycan
JOB_WOLFMAN1	Ýçgüdü
JOB_WOLFMAN2	N.A.
KEYCHANGE_DONT_SAVE_EXIT	Kaydetmeden kapat?
KEYCHANGE_IMPOSSIBLE_CHANGE	[CTRL], [ALT], [SHIFT] burada kullanýlamaz!
KEYCHANGE_SAVE_EXIT	Kaydet ve kapat?
KEY_0	0
KEY_0_LALT	ALT + 0
KEY_0_LCONTROL	CTRL + 0
KEY_0_LSHIFT	SHIFT + 0
KEY_1	1
KEY_1_LALT	ALT + 1
KEY_1_LCONTROL	CTRL + 1
KEY_1_LSHIFT	SHIFT + 1
KEY_2	2
KEY_2_LALT	ALT + 2
KEY_2_LCONTROL	CTRL + 2
KEY_2_LSHIFT	SHIFT + 2
KEY_3	3
KEY_3_LALT	ALT + 3
KEY_3_LCONTROL	CTRL + 3
KEY_3_LSHIFT	SHIFT + 3
KEY_4	4
KEY_4_LALT	ALT + 4
KEY_4_LCONTROL	CTRL + 4
KEY_4_LSHIFT	SHIFT + 4
KEY_5	5
KEY_5_LALT	ALT + 5
KEY_5_LCONTROL	CTRL + 5
KEY_5_LSHIFT	SHIFT + 5
KEY_6	6
KEY_6_LALT	ALT + 6
KEY_6_LCONTROL	CTRL + 6
KEY_6_LSHIFT	SHIFT + 6
KEY_7	7
KEY_7_LALT	ALT + 7
KEY_7_LCONTROL	CTRL + 7
KEY_7_LSHIFT	SHIFT + 7
KEY_8	8
KEY_8_LALT	ALT + 8
KEY_8_LCONTROL	CTRL + 8
KEY_8_LSHIFT	SHIFT + 8
KEY_9	9
KEY_9_LALT	ALT + 9
KEY_9_LCONTROL	CTRL + 9
KEY_9_LSHIFT	SHIFT + 9
KEY_A	A
KEY_ADD	+
KEY_A_LALT	ALT + A
KEY_A_LCONTROL	CTRL + A
KEY_A_LSHIFT	SHIFT + A
KEY_B	B
KEY_B_LALT	ALT + B
KEY_B_LCONTROL	CTRL + B
KEY_B_LSHIFT	SHIFT + B
KEY_C	C
KEY_COMMA	Ö
KEY_COMMA_LALT	ALT + Ö
KEY_COMMA_LCONTROL	CTRL + Ö
KEY_COMMA_LSHIFT	SHIFT + Ö
KEY_C_LALT	ALT + C
KEY_C_LCONTROL	CTRL + C
KEY_C_LSHIFT	SHIFT + C
KEY_D	D
KEY_DOWN	DOWN
KEY_D_LALT	ALT + D
KEY_D_LCONTROL	CTRL + D
KEY_D_LSHIFT	SHIFT + D
KEY_E	E
KEY_E_LALT	ALT + E
KEY_E_LCONTROL	CTRL + E
KEY_E_LSHIFT	SHIFT + E
KEY_F	F
KEY_F1	F1
KEY_F1_LALT	ALT + F1
KEY_F1_LCONTROL	CTRL + F1
KEY_F1_LSHIFT	SHIFT + F1
KEY_F2	F2
KEY_F2_LALT	ALT + F2
KEY_F2_LCONTROL	CTRL + F2
KEY_F2_LSHIFT	SHIFT + F2
KEY_F3	F3
KEY_F3_LALT	ALT + F3
KEY_F3_LCONTROL	CTRL + F3
KEY_F3_LSHIFT	SHIFT + F3
KEY_F4	F4
KEY_F4_LALT	ALT + F4
KEY_F4_LCONTROL	CTRL + F4
KEY_F4_LSHIFT	SHIFT + F4
KEY_F5	F5
KEY_F5_LALT	ALT + F5
KEY_F5_LCONTROL	CTRL + F5
KEY_F5_LSHIFT	SHIFT + F5
KEY_F6	F6
KEY_F6_LALT	ALT + F6
KEY_F6_LCONTROL	CTRL + F6
KEY_F6_LSHIFT	SHIFT + F6
KEY_F7	F7
KEY_F7_LALT	ALT + F7
KEY_F7_LCONTROL	CTRL + F7
KEY_F7_LSHIFT	SHIFT + F7
KEY_F8	F8
KEY_F8_LALT	ALT + F8
KEY_F8_LCONTROL	CTRL + F8
KEY_F8_LSHIFT	SHIFT + F8
KEY_F9	F9
KEY_F9_LALT	ALT + F9
KEY_F9_LCONTROL	CTRL + F9
KEY_F9_LSHIFT	SHIFT + F9
KEY_F10	F10
KEY_F10_LALT	ALT + F10
KEY_F10_LCONTROL	CTRL + F10
KEY_F10_LSHIFT	SHIFT + F10
KEY_F_LALT	ALT + F
KEY_F_LCONTROL	CTRL + F
KEY_F_LSHIFT	SHIFT + F
KEY_G	G
KEY_GRAVE	"
KEY_GRAVE_LALT	ALT + "
KEY_GRAVE_LCONTROL	CTRL + "
KEY_GRAVE_LSHIFT	SHIFT + "
KEY_G_LALT	ALT + G
KEY_G_LCONTROL	CTRL + G
KEY_G_LSHIFT	SHIFT + G
KEY_H	H
KEY_H_LALT	ALT + H
KEY_H_LCONTROL	CTRL + H
KEY_H_LSHIFT	SHIFT + H
KEY_I	I
KEY_I_LALT	ALT + I
KEY_I_LCONTROL	CTRL + I
KEY_I_LSHIFT	SHIFT + I
KEY_J	J
KEY_J_LALT	ALT + J
KEY_J_LCONTROL	CTRL + J
KEY_J_LSHIFT	SHIFT + J
KEY_K	K
KEY_K_LALT	ALT + K
KEY_K_LCONTROL	CTRL + K
KEY_K_LSHIFT	SHIFT + K
KEY_L	L
KEY_LALT	ALT
KEY_LCONTROL	CTRL
KEY_LEFT	LEFT
KEY_LSHIFT	SHIFT
KEY_L_LALT	ALT + L
KEY_L_LCONTROL	CTRL + L
KEY_L_LSHIFT	SHIFT + L
KEY_M	M
KEY_M_LALT	ALT + M
KEY_M_LCONTROL	CTRL + M
KEY_M_LSHIFT	SHIFT + M
KEY_N	N
KEY_NUMLOCK	NUM
KEY_NUMPAD0	NUMPAD0
KEY_NUMPAD1	NUMPAD1
KEY_NUMPAD2	NUMPAD2
KEY_NUMPAD3	NUMPAD3
KEY_NUMPAD4	NUMPAD4
KEY_NUMPAD5	NUMPAD5
KEY_NUMPAD6	NUMPAD6
KEY_NUMPAD7	NUMPAD7
KEY_NUMPAD8	NUMPAD8
KEY_NUMPAD9	NUMPAD9
KEY_N_LALT	ALT + N
KEY_N_LCONTROL	CTRL + N
KEY_N_LSHIFT	SHIFT + N
KEY_O	O
KEY_O_LALT	ALT + O
KEY_O_LCONTROL	CTRL + O
KEY_O_LSHIFT	SHIFT + O
KEY_P	P
KEY_PERIOD	Ç
KEY_PERIOD_LALT	ALT + Ç
KEY_PERIOD_LCONTROL	CTRL + Ç
KEY_PERIOD_LSHIFT	SHIFT + Ç
KEY_PGDN	PAGEDOWN
KEY_PGUP	PAGEUP
KEY_P_LALT	ALT + P
KEY_P_LCONTROL	CTRL + P
KEY_P_LSHIFT	SHIFT + P
KEY_Q	Q
KEY_Q_LALT	ALT + Q
KEY_Q_LCONTROL	CTRL + Q
KEY_Q_LSHIFT	SHIFT + Q
KEY_R	R
KEY_RIGHT	RIGHT
KEY_R_LALT	ALT + R
KEY_R_LCONTROL	CTRL + R
KEY_R_LSHIFT	SHIFT + R
KEY_S	S
KEY_SPACE	SPACE
KEY_SUBTRACT	-
KEY_SYSRQ	PRINTSCREEN
KEY_S_LALT	ALT + S
KEY_S_LCONTROL	CTRL + S
KEY_S_LSHIFT	SHIFT + S
KEY_T	T
KEY_TAB	TAB
KEY_T_LALT	ALT + T
KEY_T_LCONTROL	CTRL + T
KEY_T_LSHIFT	SHIFT + T
KEY_U	U
KEY_UP	UP
KEY_U_LALT	ALT + U
KEY_U_LCONTROL	CTRL + U
KEY_U_LSHIFT	SHIFT + U
KEY_V	V
KEY_V_LALT	ALT + V
KEY_V_LCONTROL	CTRL + V
KEY_V_LSHIFT	SHIFT + V
KEY_W	W
KEY_W_LALT	ALT + W
KEY_W_LCONTROL	CTRL + W
KEY_W_LSHIFT	SHIFT + W
KEY_X	X
KEY_X_LALT	ALT + X
KEY_X_LCONTROL	CTRL + X
KEY_X_LSHIFT	SHIFT + X
KEY_Y	Y
KEY_Y_LALT	ALT + Y
KEY_Y_LCONTROL	CTRL + Y
KEY_Y_LSHIFT	SHIFT + Y
KEY_Z	Z
KEY_Z_LALT	ALT + Z
KEY_Z_LCONTROL	CTRL + Z
KEY_Z_LSHIFT	SHIFT + Z
LEADER_NAME	Liderin Adý
LEAVE_FROM_GUILD_SUCCESS_MESSAGE	Loncadan ayrýldýn.
LEFT_SEAT	[AFK]
LEFT_SEAT_IMPOSSIBLE_ACTION	Bu oyuncu AFK modunda.
LEFT_SEAT_LOGOUT	Seçtiðin AFK süresi dolduktan sonra oturumun kapatýldý.
LEFT_SEAT_LOGOUT_WAIT_TIME_TOOLTIP	Karakterin AFK moduna girdikten sonra seçilen süreye ulaþana kadar AFK olarak kalacaktýr. Daha sonra otomatik olarak oturumun kapatýlacaktýr.
LEFT_SEAT_RELEASE_ASK	AFK modundasýn. Tekrar aktif olmak ister misin?
LEFT_SEAT_STATE_OFF	Tekrar aktifsin.
LEFT_SEAT_STATE_ON	AFK modundasýn.
LEFT_SEAT_WAIT_TIME_TOOLTIP	Aktif deðilsen, seçilen süre sonunda karakter adýnýn altýnda [AFK] görünecektir.
LEFT_TIME	Kalan Süre
LEFT_TIME_LESS_THAN_1_MIN	1 dakikanýn altýnda
LIMIT_LEVEL_GUILD	Lonca Seviyesi: %d
LOGIN_CONNECT_FAILURE	Sunucuya baðlanýrken hata
LOGIN_CONNECT_SUCCESS	Sunucuya baðlandýn.
LOGIN_CONNETING	Lütfen bekle. Sunucuya baðlanýyorsun.
LOGIN_FAILURE_ALREAY	Hesabýn zaten baðlý.
LOGIN_FAILURE_BACKEND_ERR	Bir hata oluþtu. Lütfen destek birimine baþvur.
LOGIN_FAILURE_BE_SAME_KEY	Kayýt problemi
LOGIN_FAILURE_BLOCK_ID	Bu hesap engellendi.
LOGIN_FAILURE_BLOCK_LOGIN	Kapalý sunucu: Lütfen baþka server seç!
LOGIN_FAILURE_COUNTRY_ERR	Ülke kodu yanlýþ.\nLütfen destek birimine baþvur.
LOGIN_FAILURE_INTEGRTING	Hesabýn þu anda aktarýlýyor. \nLütfen birkaç dakika içinde tekrar dene.
LOGIN_FAILURE_IOVATION_ERR	Bu sunucuya eriþmek için iki faktörlü kimlik doðrulamasýný etkinleþtir.
LOGIN_FAILURE_NOBILL	Bu hesabýn oyun süresi yok.
LOGIN_FAILURE_NOT_AVAIL	Bu hesap kullanýlamýyor.
LOGIN_FAILURE_NOT_EXIST_ID	Hesap ismi veya þifre yanlýþ.
LOGIN_FAILURE_NOT_MAIL_CONFIRM	E-posta yoluyla onaylanmasý gerekir.
LOGIN_FAILURE_REPAIR_ID	Bu hesap için þu an nesneler yenileniyor.
LOGIN_FAILURE_SAMELOGIN	Biri senin hesabýnla baðlandý.
LOGIN_FAILURE_SERVER_CLOSED	Kapalý sunucu: Sadece kapanmadan önce oluþturulan hesaplar bu sunucuya girebilir. Lütfen baþka bir sunucu seç.
LOGIN_FAILURE_SERVER_GRADE	Bu, bu hesabýn eriþimi olmayan özel bir sunucudur.
LOGIN_FAILURE_SHUTDOWN	Sunucu henüz açýlmadý.
LOGIN_FAILURE_STEAM_SESSION	Taþýnan hesaplara giriþ/yeni kaydý yapýlamaz.
LOGIN_FAILURE_TNT_SESSION	Ýstemci açýlamýyor. Lütfen baþlatýcýyý yeniden baþlat ve oturum aç.
LOGIN_FAILURE_TOO_MANY_USER	Çok fazla kullanýcý baðlý olduðu için baðlanamazsýnýz.
LOGIN_FAILURE_UNKNOWN	Bilinmeyen bir nedenle kaydolamadýnýz.
LOGIN_FAILURE_WEB_BLOCK	Web sitesine eriþiminiz engellendi. Lütfen E-Postanýzý kontrol ediniz.
LOGIN_FAILURE_WRONG_MATRIX_CARD_NUMBER	Yanlýþ numara girdiniz.
LOGIN_FAILURE_WRONG_MATRIX_CARD_NUMBER_TRIPLE	3 kere yanlýþ numara girdiniz. Baðlantýnýz kesildi.
LOGIN_FAILURE_WRONG_PASSWORD	Hesap ismi veya þifre yanlýþ.
LOGIN_INPUT_ID	ID nizi yazýn.
LOGIN_INPUT_PASSWORD	Þifreyi gir.
LOGIN_PROCESSING	Giriþ iþlemi yapýlýyor...
LOOTING_SYSTEM_CANNOT_OPEN_MAP	Bu, burada açýlamaz.
LOOTING_TICKET_DURATION	Kalan süre: %s
LUCKY_BOX_DIALOG_RECV_TEXT	Bu eþyayý almak istiyor musun?
LUCKY_BOX_DIALOG_RETRY_TEXT	Þansýný tekrar denemek ister misin?
MAILBOX_FAIL_USE_TIME_LIMIT	Posta kutusu güncelleniyor. Lütfen daha sonra tekrar dene.
MAILBOX_POST_ALL_DELETE_FAIL_EMPTY	Mesaj yok
MAILBOX_POST_ALL_DELETE_QUESTION1	Tüm mesajlarý sil?
MAILBOX_POST_ALL_DELETE_QUESTION2	Eklentisi olan mesajlar silinmez
MAILBOX_POST_ALL_GET_ITEMS_FAIL_EMPTY	Posta kutunda eklentisi olan mesajýn yok.
MAILBOX_POST_ALL_GET_ITEMS_QUESTION	Eklentiyi kabul et? (Yang için %5 vergi düþtükten sonra)
MAILBOX_POST_DELETE_FAIL_EXIST_ITEMS	Mesaj silinemedi. Lütfen önce içindeki eklentiyi kabul et.
MAILBOX_POST_DELETE_QUESTION	Bu mesajý gerçekten silmek istiyor musun?
MAILBOX_POST_GET_ITEMS_NOT_ENOUGHT_INVENTORY	Eþyalar alýnamadý. Envanterin dolu.
MAILBOX_POST_GET_ITEMS_QUESTION	Eklentiyi kabul et? (Yang için %5 vergi düþtükten sonra)
MAILBOX_POST_GET_ITEMS_WON_OVERFLOW	Daha fazla Won alamazsýn.
MAILBOX_POST_GET_ITEMS_YANG_OVERFLOW	Daha fazla Yang alamazsýn.
MAILBOX_POST_GM_ARRIVE	GM mesajý
MAILBOX_POST_NOT_CONFIRM_INFO_1	Okunmamýþ mesajlar: %d
MAILBOX_POST_NOT_CONFIRM_INFO_2	Eklentisiz: %d / Eklentili: %d
MAILBOX_POST_READ_BLOCK	Þunu engellemek istediðine emin misin: %s?
MAILBOX_POST_WRITE_ALREADY_ITEM	[Lonca] Mesaj baþý sadece bir eþya gönderebilirsin.
MAILBOX_POST_WRITE_CAN_NOT_SPLIT_ITEM	Bölünmüþ bir yýðýný bir mesaja ekledikten sonra envantere býrak.
MAILBOX_POST_WRITE_CONFIRM_FAIL	Bilinmeyen alýcý. Mesaj gönderilemedi.
MAILBOX_POST_WRITE_CONFIRM_FULL_MAILBOX	Alýcýnýn posta kutusu dolu. Mesaj gönderilemedi.
MAILBOX_POST_WRITE_LEVEL_LIMIT	Seviye 20'den itibaren mesaj gönderebilirsin.
MAILBOX_POST_WRITE_MONEY_NOT_ENOUGHT	Bu mesajý göndermek için yeterli Yang'ýn yok.
MAILBOX_POST_WRITE_NAME_CHECK	"Alýcýyý kontrol et" seçeneðini týklayarak alýcý adýný onayla.
MAILBOX_POST_WRITE_NAME_EMPTY	Bir alýcý gir.
MAILBOX_POST_WRITE_OK	Mesaj baþarýyla gönderildi.
MAILBOX_POST_WRITE_QUESTION1	Þimdi mesajý %s kiþisine gönder?
MAILBOX_POST_WRITE_QUESTION2	Teslimat ücreti: %d Yang
MAILBOX_POST_WRITE_SEND_FAIL_EMPTY_NAME	Bir alýcý gir.
MAILBOX_POST_WRITE_SEND_FAIL_EMPTY_TITLE	Bir konu gir.
MAILBOX_POST_WRITE_SEND_MONEY_TITLE	Parasal toplam
MAILBOX_POST_WRITE_WRONG_ITEM	Ruha baðlý eþyalar gönderemezsin.
MAILBOX_POST_WRITE_WRONG_MESSAGE	Bu haber yanlýþ kelimeler içeriyor.
MAILBOX_POST_WRITE_WRONG_TITLE	Bu konu yanlýþ kelimeler içeriyor.
MALL_CANNOT_INSERT	Nesne için yeriniz yok.
MALL_PASSWORD_DESC1	Lütfen þifreni gir
MALL_PASSWORD_DESC2	ve Nesne Market Deposu'nu aç.
MALL_PASSWORD_TITLE	Þifre
MAP_12ZI_STAGE	Zodyak Tapýnaðý
MAP_A1	Yongan Bölgesi
MAP_A2	Seungryong Vadisi
MAP_A2_1	
MAP_A3	Yayang Bölgesi
MAP_AG	Jungrang
MAP_B1	Joan Bölgesi
MAP_B2	Imji Vadisi
MAP_B3	Bokjung Bölgesi
MAP_BATTLEARENA_01	Kale Savaþý
MAP_BATTLEARENA_02	Kale Savaþý
MAP_BATTLEARENA_03	Kale Savaþý
MAP_BATTLE_FIELD	Savaþ Bölgesi
MAP_BATTLE_ROYALE	Battle Royale
MAP_BAY	Nefrit Körfezi
MAP_BAYBLACKSAND	Nefrit Körfezi
MAP_BG	Waryong
MAP_BOSS_AWAKEN_DAWNMIST	TS: Efsunlu Orman
MAP_BOSS_AWAKEN_FLAME	TS: Kýrmýzý Ejderha Kalesi
MAP_BOSS_AWAKEN_SKIPIA	TS: Sürgün Maðarasý
MAP_BOSS_AWAKEN_SNOW	TS: Nemere Gözlemevi
MAP_BOSS_CRACK_DAWNMIST	ZÇ: Efsunlu Orman
MAP_BOSS_CRACK_FLAME	ZÇ: Kýrmýzý Ejderha Kalesi
MAP_BOSS_CRACK_SKIPIA	ZÇ: Sürgün Maðarasý
MAP_BOSS_CRACK_SNOW	ZÇ: Nemere Gözlemevi
MAP_BOSS_LABYRINTH	Yanýlsama Platosu
MAP_C1	Pyungmoo Bölgesi
MAP_C2	Bangsan Vadisi
MAP_C3	Bakra Bölgesi
MAP_CAPE	Ejderha Ateþi Burnu
MAP_CAPEDRAGONHEAD	Ejderha Ateþi Burnu
MAP_CG	Imha
MAP_CZ_DUNGEON	Zodyak Tapýnaðý
MAP_DAWN	Gautama Uçurumu
MAP_DAWNMISTWOOD	Gautama Uçurumu
MAP_DAWNMIST_DUNGEON_01	Efsunlu Orman
MAP_DEFENSE_WAVE	Gemi savunmasý
MAP_DEFENSE_WAVE_PORT	Liman
MAP_DESERT	Yongbi Çölü
MAP_DEVILCATACOMB	Þeytan Katakombu
MAP_DEVILTOWER1	Þeytan Kulesi
MAP_DUEL	Eðitim Dövüþü Arenasý
MAP_E	Koloni
MAP_EASTPLAIN_01	Dongan ovasý
MAP_EASTPLAIN_02	Seogan çoraðý
MAP_EASTPLAIN_03	Namgan Yarýðý
MAP_ELEMENTAL_DUNGEON	Elementer dünyasý
MAP_ELEMENTAL_DUNGEON_DARK	Elementer dünyasý (Karanlýk)
MAP_ELEMENTAL_DUNGEON_ELECTRICITY	Elementer dünyasý (Þimþek)
MAP_ELEMENTAL_DUNGEON_FIRE	Elementer dünyasý (Ateþ)
MAP_EMPIRECASTLE	Terkedilmiþ Kale
MAP_EMPIREWAR01	Kale Savaþý
MAP_EMPIREWAR02	Kale Savaþý
MAP_EMPIREWAR03	Kale Savaþý
MAP_FARMING_DUNGEON	Gizemli zindan
MAP_FLAME	Doyyumhwan
MAP_GOLDEN_LAND	Altýn Topraklar - Giriþ
MAP_GOLDEN_LAND_STAGE	Altýn Topraklar
MAP_GUILD_01	Jungrang
MAP_GUILD_02	Waryong
MAP_GUILD_03	Imha
MAP_GUILD_BATTLE	Lonca Savaþý Bölgesi
MAP_GUILD_BATTLE_AREA	Lonca Savaþý Bölgesi
MAP_GUILD_BATTLE_BASE	Lonca Karakolu
MAP_GUILD_BATTLE_OUTPOST	Lonca Karakolu
MAP_GUILD_PVE	Ejderha kralýnýn sarayý
MAP_GUILD_SUMMON	Aþama aç
MAP_HOLYPLACE_DESERT	Ýmparatorluk Savaþý - Çöl Diyarý
MAP_HOLYPLACE_FLAME	Ýmparatorluk Savaþý - Ateþ Diyarý
MAP_HOLYPLACE_ICE	Ýmparatorluk Savaþý - Buz Daðý
MAP_ICE_CRYSTALS_CAVE	Kuzey Rüzgarý Uçurumu
MAP_INDEX_GREEDY_CAVE	Hýrs Uçurumu
MAP_INDEX_GREEDY_ROOM	Hýrs Kalbi
MAP_INDEX_GUILD_RED_DRAGON_PASS	Meley'in Ýni
MAP_INDEX_GUILD_WHITE_DRAGON	Balathor'un Mahzeni
MAP_INDEX_GUILD_WHITE_DRAGON_PASS	Balathor'un Mahzeni
MAP_MAZE_DUNGEON_01	Gnoll Cehennemleri Kat 1
MAP_MAZE_DUNGEON_02	Gnoll Cehennemleri Kat 2
MAP_MAZE_DUNGEON_03	Gnoll Cehennemleri Kat 3
MAP_MILGYO	Hwang Tapýnaðý
MAP_MILGYO_A	
MAP_MINIBOSS_01	Mavi zindan – Sv 40-80
MAP_MINIBOSS_02	Kýrmýzý zindan – Sv 81 itibarýyla
MAP_MISTS_OF_ISLAND	Sis Adalarý
MAP_MONKEY_DUNGEON	Hasun Dong
MAP_MONKEY_DUNGEON2	Jungsun Dong
MAP_MONKEY_DUNGEON3	Sangsun Dong
MAP_MONKEY_DUNGEON_11	Hasun Dong
MAP_MONKEY_DUNGEON_12	Hasun Dong
MAP_MONKEY_DUNGEON_13	Hasun Dong
MAP_MOONLIGHT_VALLEY	Ay Gölgesi Vadisi
MAP_MOONLIGHT_VALLEY_BOOS_ROOM	Karanlýk Plato
MAP_MT_THUNDER	Yýldýrým Daðlarý
MAP_MT_TH_DUNGEON_01	Ochao Tapýnaðý
MAP_NUSLUCK	Devler Diyarý
MAP_NUSLUCK01	Devler Diyarý
MAP_N_DESERT_01	Yongbi Çölü
MAP_N_DESERT_02	
MAP_N_FLAME_01	Ateþ Diyarý
MAP_N_FLAME_02	
MAP_N_FLAME_DRAGON	Meley'in Ýni
MAP_N_FLAME_DUNGEON_01	Kýrmýzý Ejderha Kalesi
MAP_N_SNOWM_01	Sohan Daðý
MAP_N_SNOWM_02	
MAP_N_SNOW_DUNGEON_01	Nemere Gözlemevi
MAP_N_THREEWAY	Seungryong Vadisi
MAP_OTHER_WORLD_01	Kurtuluþ
MAP_OTHER_WORLD_02	Öbür Dünya
MAP_OTHER_WORLD_03	Sýnav Odasý
MAP_OTHER_WORLD_04	Lanetlenme
MAP_OXEVENT	OX-yarýþmasý
MAP_PATHWAY_DESERT_01	Ýmparatorluk Savaþý - Çöl Diyarý
MAP_PATHWAY_DESERT_02	Ýmparatorluk Savaþý - Çöl Diyarý
MAP_PATHWAY_DESERT_03	Ýmparatorluk Savaþý - Çöl Diyarý
MAP_PATHWAY_FLAME_01	Ýmparatorluk Savaþý - Ateþ Diyarý
MAP_PATHWAY_FLAME_02	Ýmparatorluk Savaþý - Ateþ Diyarý
MAP_PATHWAY_FLAME_03	Ýmparatorluk Savaþý - Ateþ Diyarý
MAP_PATHWAY_ICE_01	Ýmparatorluk Savaþý - Buz Daðý
MAP_PATHWAY_ICE_02	Oyun Parký
MAP_PATHWAY_ICE_03	Ýmparatorluk Savaþý - Buz Daðý
MAP_PRIVATE_SHOP_MAP	Çarþý
MAP_PVP_ARENA	PvP Arenasý
MAP_SECRET_DUNGEON	Enigma Tapýnaðý
MAP_SKELTOWER	Gumsan Kulesi
MAP_SKIPIA_DUNGEON_01	Sürgün Maðarasý
MAP_SKIPIA_DUNGEON_011	
MAP_SKIPIA_DUNGEON_012	
MAP_SKIPIA_DUNGEON_013	
MAP_SKIPIA_DUNGEON_02	Sürgün Maðarasý 2
MAP_SKIPIA_DUNGEON_021	
MAP_SKIPIA_DUNGEON_022	
MAP_SKIPIA_DUNGEON_023	
MAP_SKIPIA_DUNGEON_BOSS	Ejderha Tapýnaðý
MAP_SKIPIA_DUNGEON_BOSS_1	Örümcek Zindaný 1
MAP_SKIPIA_DUNGEON_BOSS_2	Örümcek Zindaný 2
MAP_SKIPIA_DUNGEON_BOSS_3	Örümcek Zindaný 3
MAP_SNAKE_TEMPLE_1	Yýlan Tapýnaðý'nýn 1. katý
MAP_SNAKE_TEMPLE_2	Yýlan Tapýnaðý
MAP_SNAKE_VALLEY	Yilad Geçidi
MAP_SNOW	Sohan Daðý
MAP_SPIDER	Kuahlo Dong
